ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Swatches Attributes","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 1 default","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 2 default","Download 1 ID","Download 1 name","Download 1 URL"
276,variation,,"Supercaliber 9.6 - Green, 62",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:237,,,,,,39,,Color,Green,,1,,Size,62,,1,,,,
277,variation,,"Supercaliber 9.6 - Orange, 62",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:237,,,,,,40,,Color,Orange,,1,,Size,62,,1,,,,
278,variation,,"Supercaliber 9.6 - Red, 62",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:237,,,,,,41,,Color,Red,,1,,Size,62,,1,,,,
279,variation,,"Supercaliber 9.6 - Yellow, 62",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:237,,,,,,42,,Color,Yellow,,1,,Size,62,,1,,,,
281,variable,,"Powerfly 4",1,0,visible,"This product type lets you add variations to the same product to create a complex, variable product. Each variation of the product has its own price, SKU, available stock, etc. eg: A shirt or t-shirt with different sizes and different colors.\n\nWhile creating the product, you can select the ‘Variable product’ option from the drop-down. To be able to create different variations, you will have to set up attributes and define values to each of them. You can use different attributes and values to create variations. After that, you can manually create available variations or create all possible variations in one go. You can update individual details for each variation, after all required variations are created.","[elementor-template id=""55""]",,,taxable,,1,,,0,0,,,,,1,,,,"City, Customize, Electric bikes","bike, electric, EQUIPMENT, mountain, novaworks, product, woocommerce",,"https://sportie.novaworks.net/wp-content/uploads/2021/09/11.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/11-1.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/001.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/003.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/004.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/005.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/006.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/007.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/008.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/009.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/011.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/0022.jpg",,,,,,,,,0,"{""Color"":{""name"":""Color"",""type"":""color"",""terms"":{""Black"":{""name"":""Black"",""color"":""#000000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Orange"":{""name"":""Orange"",""color"":""#dd9933"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Color,"Black, Blue, Green, Orange, Red, Yellow",1,1,Black,Size,"50, 52, 54, 56, 58, 60, 62",1,1,50,,,
282,variation,,"Powerfly 4 - Black, 50",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:281,,,,,,1,,Color,Black,,1,,Size,50,,1,,,,
283,variation,,"Powerfly 4 - Blue, 50",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:281,,,,,,2,,Color,Blue,,1,,Size,50,,1,,,,
284,variation,,"Powerfly 4 - Green, 50",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:281,,,,,,3,,Color,Green,,1,,Size,50,,1,,,,
285,variation,,"Powerfly 4 - Orange, 50",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:281,,,,,,4,,Color,Orange,,1,,Size,50,,1,,,,
286,variation,,"Powerfly 4 - Red, 50",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:281,,,,,,5,,Color,Red,,1,,Size,50,,1,,,,
287,variation,,"Powerfly 4 - Yellow, 50",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:281,,,,,,6,,Color,Yellow,,1,,Size,50,,1,,,,
288,variation,,"Powerfly 4 - Black, 52",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:281,,,,,,7,,Color,Black,,1,,Size,52,,1,,,,
289,variation,,"Powerfly 4 - Blue, 52",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:281,,,,,,8,,Color,Blue,,1,,Size,52,,1,,,,
290,variation,,"Powerfly 4 - Green, 52",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:281,,,,,,9,,Color,Green,,1,,Size,52,,1,,,,
291,variation,,"Powerfly 4 - Orange, 52",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:281,,,,,,10,,Color,Orange,,1,,Size,52,,1,,,,
292,variation,,"Powerfly 4 - Red, 52",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:281,,,,,,11,,Color,Red,,1,,Size,52,,1,,,,
293,variation,,"Powerfly 4 - Yellow, 52",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:281,,,,,,12,,Color,Yellow,,1,,Size,52,,1,,,,
294,variation,,"Powerfly 4 - Black, 54",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:281,,,,,,13,,Color,Black,,1,,Size,54,,1,,,,
295,variation,,"Powerfly 4 - Blue, 54",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:281,,,,,,14,,Color,Blue,,1,,Size,54,,1,,,,
296,variation,,"Powerfly 4 - Green, 54",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:281,,,,,,15,,Color,Green,,1,,Size,54,,1,,,,
297,variation,,"Powerfly 4 - Orange, 54",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:281,,,,,,16,,Color,Orange,,1,,Size,54,,1,,,,
298,variation,,"Powerfly 4 - Red, 54",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:281,,,,,,17,,Color,Red,,1,,Size,54,,1,,,,
299,variation,,"Powerfly 4 - Yellow, 54",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:281,,,,,,18,,Color,Yellow,,1,,Size,54,,1,,,,
300,variation,,"Powerfly 4 - Black, 56",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:281,,,,,,19,,Color,Black,,1,,Size,56,,1,,,,
301,variation,,"Powerfly 4 - Blue, 56",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:281,,,,,,20,,Color,Blue,,1,,Size,56,,1,,,,
302,variation,,"Powerfly 4 - Green, 56",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:281,,,,,,21,,Color,Green,,1,,Size,56,,1,,,,
303,variation,,"Powerfly 4 - Orange, 56",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:281,,,,,,22,,Color,Orange,,1,,Size,56,,1,,,,
304,variation,,"Powerfly 4 - Red, 56",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:281,,,,,,23,,Color,Red,,1,,Size,56,,1,,,,
305,variation,,"Powerfly 4 - Yellow, 56",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:281,,,,,,24,,Color,Yellow,,1,,Size,56,,1,,,,
306,variation,,"Powerfly 4 - Black, 58",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:281,,,,,,25,,Color,Black,,1,,Size,58,,1,,,,
307,variation,,"Powerfly 4 - Blue, 58",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:281,,,,,,26,,Color,Blue,,1,,Size,58,,1,,,,
308,variation,,"Powerfly 4 - Green, 58",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:281,,,,,,27,,Color,Green,,1,,Size,58,,1,,,,
309,variation,,"Powerfly 4 - Orange, 58",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:281,,,,,,28,,Color,Orange,,1,,Size,58,,1,,,,
310,variation,,"Powerfly 4 - Red, 58",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:281,,,,,,29,,Color,Red,,1,,Size,58,,1,,,,
311,variation,,"Powerfly 4 - Yellow, 58",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:281,,,,,,30,,Color,Yellow,,1,,Size,58,,1,,,,
312,variation,,"Powerfly 4 - Black, 60",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:281,,,,,,31,,Color,Black,,1,,Size,60,,1,,,,
313,variation,,"Powerfly 4 - Blue, 60",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:281,,,,,,32,,Color,Blue,,1,,Size,60,,1,,,,
314,variation,,"Powerfly 4 - Green, 60",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:281,,,,,,33,,Color,Green,,1,,Size,60,,1,,,,
315,variation,,"Powerfly 4 - Orange, 60",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:281,,,,,,34,,Color,Orange,,1,,Size,60,,1,,,,
316,variation,,"Powerfly 4 - Red, 60",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:281,,,,,,35,,Color,Red,,1,,Size,60,,1,,,,
317,variation,,"Powerfly 4 - Yellow, 60",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:281,,,,,,36,,Color,Yellow,,1,,Size,60,,1,,,,
318,variation,,"Powerfly 4 - Black, 62",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:281,,,,,,37,,Color,Black,,1,,Size,62,,1,,,,
319,variation,,"Powerfly 4 - Blue, 62",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:281,,,,,,38,,Color,Blue,,1,,Size,62,,1,,,,
320,variation,,"Powerfly 4 - Green, 62",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:281,,,,,,39,,Color,Green,,1,,Size,62,,1,,,,
321,variation,,"Powerfly 4 - Orange, 62",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:281,,,,,,40,,Color,Orange,,1,,Size,62,,1,,,,
322,variation,,"Powerfly 4 - Red, 62",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:281,,,,,,41,,Color,Red,,1,,Size,62,,1,,,,
323,variation,,"Powerfly 4 - Yellow, 62",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:281,,,,,,42,,Color,Yellow,,1,,Size,62,,1,,,,
337,variable,,"Farley 9.6",1,0,visible,"This product type lets you add variations to the same product to create a complex, variable product. Each variation of the product has its own price, SKU, available stock, etc. eg: A shirt or t-shirt with different sizes and different colors.\n\nWhile creating the product, you can select the ‘Variable product’ option from the drop-down. To be able to create different variations, you will have to set up attributes and define values to each of them. You can use different attributes and values to create variations. After that, you can manually create available variations or create all possible variations in one go. You can update individual details for each variation, after all required variations are created.","[elementor-template id=""55""]",,,taxable,,1,,,0,0,,,,,1,,,,"City, Customize, Electric bikes","bike, electric, EQUIPMENT, mountain, novaworks, product, woocommerce",,"https://sportie.novaworks.net/wp-content/uploads/2021/09/12.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/12-1.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/001.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/003.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/004.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/005.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/006.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/007.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/008.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/009.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/011.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/0022.jpg",,,,,,,,,0,"{""Color"":{""name"":""Color"",""type"":""color"",""terms"":{""Black"":{""name"":""Black"",""color"":""#000000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Orange"":{""name"":""Orange"",""color"":""#dd9933"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Color,"Black, Blue, Green, Orange, Red, Yellow",1,1,Black,Size,"50, 52, 54, 56, 58, 60, 62",1,1,50,,,
338,variation,,"Farley 9.6 - Black, 50",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:337,,,,,,1,,Color,Black,,1,,Size,50,,1,,,,
339,variation,,"Farley 9.6 - Blue, 50",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:337,,,,,,2,,Color,Blue,,1,,Size,50,,1,,,,
340,variation,,"Farley 9.6 - Green, 50",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:337,,,,,,3,,Color,Green,,1,,Size,50,,1,,,,
341,variation,,"Farley 9.6 - Orange, 50",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:337,,,,,,4,,Color,Orange,,1,,Size,50,,1,,,,
342,variation,,"Farley 9.6 - Red, 50",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:337,,,,,,5,,Color,Red,,1,,Size,50,,1,,,,
343,variation,,"Farley 9.6 - Yellow, 50",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:337,,,,,,6,,Color,Yellow,,1,,Size,50,,1,,,,
344,variation,,"Farley 9.6 - Black, 52",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:337,,,,,,7,,Color,Black,,1,,Size,52,,1,,,,
345,variation,,"Farley 9.6 - Blue, 52",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:337,,,,,,8,,Color,Blue,,1,,Size,52,,1,,,,
346,variation,,"Farley 9.6 - Green, 52",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:337,,,,,,9,,Color,Green,,1,,Size,52,,1,,,,
347,variation,,"Farley 9.6 - Orange, 52",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:337,,,,,,10,,Color,Orange,,1,,Size,52,,1,,,,
348,variation,,"Farley 9.6 - Red, 52",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:337,,,,,,11,,Color,Red,,1,,Size,52,,1,,,,
349,variation,,"Farley 9.6 - Yellow, 52",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:337,,,,,,12,,Color,Yellow,,1,,Size,52,,1,,,,
350,variation,,"Farley 9.6 - Black, 54",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:337,,,,,,13,,Color,Black,,1,,Size,54,,1,,,,
351,variation,,"Farley 9.6 - Blue, 54",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:337,,,,,,14,,Color,Blue,,1,,Size,54,,1,,,,
352,variation,,"Farley 9.6 - Green, 54",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:337,,,,,,15,,Color,Green,,1,,Size,54,,1,,,,
353,variation,,"Farley 9.6 - Orange, 54",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:337,,,,,,16,,Color,Orange,,1,,Size,54,,1,,,,
354,variation,,"Farley 9.6 - Red, 54",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:337,,,,,,17,,Color,Red,,1,,Size,54,,1,,,,
355,variation,,"Farley 9.6 - Yellow, 54",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:337,,,,,,18,,Color,Yellow,,1,,Size,54,,1,,,,
356,variation,,"Farley 9.6 - Black, 56",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:337,,,,,,19,,Color,Black,,1,,Size,56,,1,,,,
357,variation,,"Farley 9.6 - Blue, 56",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:337,,,,,,20,,Color,Blue,,1,,Size,56,,1,,,,
358,variation,,"Farley 9.6 - Green, 56",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:337,,,,,,21,,Color,Green,,1,,Size,56,,1,,,,
359,variation,,"Farley 9.6 - Orange, 56",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:337,,,,,,22,,Color,Orange,,1,,Size,56,,1,,,,
360,variation,,"Farley 9.6 - Red, 56",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:337,,,,,,23,,Color,Red,,1,,Size,56,,1,,,,
361,variation,,"Farley 9.6 - Yellow, 56",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:337,,,,,,24,,Color,Yellow,,1,,Size,56,,1,,,,
362,variation,,"Farley 9.6 - Black, 58",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:337,,,,,,25,,Color,Black,,1,,Size,58,,1,,,,
363,variation,,"Farley 9.6 - Blue, 58",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:337,,,,,,26,,Color,Blue,,1,,Size,58,,1,,,,
364,variation,,"Farley 9.6 - Green, 58",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:337,,,,,,27,,Color,Green,,1,,Size,58,,1,,,,
365,variation,,"Farley 9.6 - Orange, 58",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:337,,,,,,28,,Color,Orange,,1,,Size,58,,1,,,,
366,variation,,"Farley 9.6 - Red, 58",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:337,,,,,,29,,Color,Red,,1,,Size,58,,1,,,,
367,variation,,"Farley 9.6 - Yellow, 58",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:337,,,,,,30,,Color,Yellow,,1,,Size,58,,1,,,,
368,variation,,"Farley 9.6 - Black, 60",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:337,,,,,,31,,Color,Black,,1,,Size,60,,1,,,,
369,variation,,"Farley 9.6 - Blue, 60",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:337,,,,,,32,,Color,Blue,,1,,Size,60,,1,,,,
370,variation,,"Farley 9.6 - Green, 60",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:337,,,,,,33,,Color,Green,,1,,Size,60,,1,,,,
371,variation,,"Farley 9.6 - Orange, 60",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:337,,,,,,34,,Color,Orange,,1,,Size,60,,1,,,,
372,variation,,"Farley 9.6 - Red, 60",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:337,,,,,,35,,Color,Red,,1,,Size,60,,1,,,,
373,variation,,"Farley 9.6 - Yellow, 60",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:337,,,,,,36,,Color,Yellow,,1,,Size,60,,1,,,,
374,variation,,"Farley 9.6 - Black, 62",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:337,,,,,,37,,Color,Black,,1,,Size,62,,1,,,,
375,variation,,"Farley 9.6 - Blue, 62",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:337,,,,,,38,,Color,Blue,,1,,Size,62,,1,,,,
376,variation,,"Farley 9.6 - Green, 62",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:337,,,,,,39,,Color,Green,,1,,Size,62,,1,,,,
377,variation,,"Farley 9.6 - Orange, 62",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:337,,,,,,40,,Color,Orange,,1,,Size,62,,1,,,,
378,variation,,"Farley 9.6 - Red, 62",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:337,,,,,,41,,Color,Red,,1,,Size,62,,1,,,,
379,variation,,"Farley 9.6 - Yellow, 62",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:337,,,,,,42,,Color,Yellow,,1,,Size,62,,1,,,,
381,variable,,"Farley 7",1,0,visible,"This product type lets you add variations to the same product to create a complex, variable product. Each variation of the product has its own price, SKU, available stock, etc. eg: A shirt or t-shirt with different sizes and different colors.\n\nWhile creating the product, you can select the ‘Variable product’ option from the drop-down. To be able to create different variations, you will have to set up attributes and define values to each of them. You can use different attributes and values to create variations. After that, you can manually create available variations or create all possible variations in one go. You can update individual details for each variation, after all required variations are created.","[elementor-template id=""55""]",,,taxable,,1,,,0,0,,,,,1,,,,"City, Customize, Electric bikes","bike, electric, EQUIPMENT, mountain, novaworks, product, woocommerce",,"https://sportie.novaworks.net/wp-content/uploads/2021/09/13.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/13-1.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/001.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/003.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/004.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/005.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/006.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/007.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/008.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/009.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/011.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/0022.jpg",,,,,,,,,0,"{""Color"":{""name"":""Color"",""type"":""color"",""terms"":{""Black"":{""name"":""Black"",""color"":""#000000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Orange"":{""name"":""Orange"",""color"":""#dd9933"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Color,"Black, Blue, Green, Orange, Red, Yellow",1,1,Black,Size,"50, 52, 54, 56, 58, 60, 62",1,1,50,,,
382,variation,,"Farley 7 - Black, 50",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:381,,,,,,1,,Color,Black,,1,,Size,50,,1,,,,
383,variation,,"Farley 7 - Blue, 50",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:381,,,,,,2,,Color,Blue,,1,,Size,50,,1,,,,
384,variation,,"Farley 7 - Green, 50",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:381,,,,,,3,,Color,Green,,1,,Size,50,,1,,,,
385,variation,,"Farley 7 - Orange, 50",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:381,,,,,,4,,Color,Orange,,1,,Size,50,,1,,,,
386,variation,,"Farley 7 - Red, 50",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:381,,,,,,5,,Color,Red,,1,,Size,50,,1,,,,
387,variation,,"Farley 7 - Yellow, 50",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:381,,,,,,6,,Color,Yellow,,1,,Size,50,,1,,,,
388,variation,,"Farley 7 - Black, 52",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:381,,,,,,7,,Color,Black,,1,,Size,52,,1,,,,
389,variation,,"Farley 7 - Blue, 52",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:381,,,,,,8,,Color,Blue,,1,,Size,52,,1,,,,
390,variation,,"Farley 7 - Green, 52",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:381,,,,,,9,,Color,Green,,1,,Size,52,,1,,,,
391,variation,,"Farley 7 - Orange, 52",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:381,,,,,,10,,Color,Orange,,1,,Size,52,,1,,,,
